"date","hour","obs","click_bool","booking_bool","gross_bookings_usd"
"2013-05-09","21",1897,90,56,27303.94
"2013-05-09","22",1403,68,38,11555.12
"2013-05-09","23",1170,52,26,8645.38
"2013-05-10","00",511,23,15,3295.24
"2013-05-10","01",566,25,16,5385.77
"2013-05-10","02",319,13,6,881.98
"2013-05-10","03",266,13,9,3074.86
"2013-05-10","04",278,14,9,1753.51
"2013-05-10","05",1095,44,27,10311.75
"2013-05-10","06",1238,54,35,14038.99
"2013-05-10","07",1674,85,50,14498.92
"2013-05-10","08",2134,96,58,27791.66
"2013-05-10","09",1988,81,60,24027.06
"2013-05-10","10",2906,120,71,30217.53
"2013-05-10","11",2357,114,65,22440.21
"2013-05-10","12",2992,128,86,29643.42
"2013-05-10","13",2543,119,79,24689.52
"2013-05-10","14",2675,117,83,26562.06
"2013-05-10","15",2101,95,55,32106.54
"2013-05-10","16",2633,113,70,25373.15
"2013-05-10","17",2808,123,79,27888.49
"2013-05-10","18",2263,99,62,21248.75
"2013-05-10","19",1588,66,47,22207.69
"2013-05-10","20",1749,77,52,19908.1
"2013-05-10","21",1787,86,50,17068.46
"2013-05-10","22",998,47,28,9691.92
"2013-05-10","23",862,44,24,10926.37
"2013-05-11","00",693,31,15,5686.29
"2013-05-11","01",398,23,15,13952.86
"2013-05-11","02",340,18,10,2582.75
"2013-05-11","03",315,20,9,4141.28
"2013-05-11","04",402,16,11,2051.06
"2013-05-11","05",535,26,21,6268.65
"2013-05-11","06",1008,43,30,9621.3
"2013-05-11","07",1255,64,37,9333.74
"2013-05-11","08",1659,78,52,16637.23
"2013-05-11","09",1611,72,58,23855.22
"2013-05-11","10",1900,93,57,24092.59
"2013-05-11","11",2186,111,54,23111.8
"2013-05-11","12",2163,90,67,30326.96
"2013-05-11","13",2003,99,66,27310.98
"2013-05-11","14",1995,96,59,31113.37
"2013-05-11","15",1749,77,51,18825.12
"2013-05-11","16",2109,109,63,28907.68
"2013-05-11","17",1372,63,39,19415.9
"2013-05-11","18",1943,87,50,19241.99
"2013-05-11","19",1460,83,51,18250.13
"2013-05-11","20",1607,84,52,15648.73
"2013-05-11","21",1662,87,45,13486.33
"2013-05-11","22",1316,66,40,21488.05
"2013-05-11","23",802,36,18,8888.01
"2013-05-12","00",607,28,13,7201.05
"2013-05-12","01",437,19,11,3134.28
"2013-05-12","02",249,14,10,4264.81
"2013-05-12","03",252,11,8,4672.44
"2013-05-12","04",296,14,7,1017.59
"2013-05-12","05",762,30,18,7054.09
"2013-05-12","06",763,30,22,9126.51
"2013-05-12","07",1343,53,32,11564.37
"2013-05-12","08",1475,56,42,17434.12
"2013-05-12","09",1953,78,64,24992.59
"2013-05-12","10",1459,64,50,16610.62
"2013-05-12","11",1811,85,57,26252.39
"2013-05-12","12",1694,90,49,19040.31
"2013-05-12","13",1633,73,48,16927.18
"2013-05-12","14",2241,95,63,26149.02
"2013-05-12","15",2371,106,58,22325.74
"2013-05-12","16",2449,105,66,26023.43
"2013-05-12","17",3011,130,86,33345.07
"2013-05-12","18",2669,129,77,42192.14
"2013-05-12","19",2620,123,84,35043.27
"2013-05-12","20",2680,118,71,33305.88
"2013-05-12","21",2335,109,74,41263.19
"2013-05-12","22",1647,94,46,21625.04
"2013-05-12","23",1121,46,22,7058.66
"2013-05-13","00",673,32,12,5405.97
"2013-05-13","01",448,22,12,2976.98
"2013-05-13","02",275,14,9,3473.46
"2013-05-13","03",283,13,8,10693.14
"2013-05-13","04",364,18,10,3320
"2013-05-13","05",727,33,26,11038.67
"2013-05-13","06",1295,58,35,10355.81
"2013-05-13","07",1901,82,60,18549.88
"2013-05-13","08",1799,86,58,24695.85
"2013-05-13","09",3253,148,84,29290.92
"2013-05-13","10",3385,143,99,39818.34
"2013-05-13","11",3140,150,81,25853.67
"2013-05-13","12",3355,160,96,38115.6
"2013-05-13","13",3153,131,81,33468.87
"2013-05-13","14",3825,163,102,34290.42
"2013-05-13","15",3255,138,84,24463.96
"2013-05-13","16",2622,120,76,25327.05
"2013-05-13","17",3696,160,107,39792.74
"2013-05-13","18",3329,151,103,48166.19
"2013-05-13","19",2905,143,86,37929.06
"2013-05-13","20",3231,149,84,34497.75
"2013-05-13","21",2976,137,86,31685.91
"2013-05-13","22",2081,96,69,28944.93
"2013-05-13","23",1156,56,34,15987.07
"2013-05-14","00",748,38,23,9280.49
"2013-05-14","01",363,16,12,4433.36
"2013-05-14","02",184,8,5,1904.02
"2013-05-14","03",274,11,8,5928.16
"2013-05-14","04",603,28,21,8999.02
"2013-05-14","05",769,38,23,7262.37
"2013-05-14","06",1654,67,39,17369.51
"2013-05-14","07",2439,98,69,19672.66
"2013-05-14","08",2397,110,70,26776.21
"2013-05-14","09",1657,73,37,11762.31
"2013-05-14","10",2416,120,74,28466.5
"2013-05-14","11",2650,126,91,28617.55
"2013-05-14","12",2391,110,70,26264.15
"2013-05-14","13",3130,133,72,32219.05
"2013-05-14","14",3118,145,82,37526.9
"2013-05-14","15",2708,122,86,35806.87
"2013-05-14","16",3660,154,103,37941.33
"2013-05-14","17",2815,135,90,37927.28
"2013-05-14","18",3208,140,98,34460.68
"2013-05-14","19",3271,144,101,44412.63
"2013-05-14","20",2937,138,92,39326.61
"2013-05-14","21",2387,122,69,25052.58
"2013-05-14","22",1934,106,57,15427.81
"2013-05-14","23",1373,67,37,17653.34
"2013-05-15","00",805,39,26,11069.26
"2013-05-15","01",501,27,17,6055.73
"2013-05-15","02",211,11,8,3553.76
"2013-05-15","03",336,13,9,4066.16
"2013-05-15","04",355,15,11,27629.64
"2013-05-15","05",870,38,23,8577.38
"2013-05-15","06",1588,65,50,17524.9
"2013-05-15","07",2145,94,57,20429.49
"2013-05-15","08",2911,125,82,22914.25
"2013-05-15","09",2751,122,81,26664.5
"2013-05-15","10",3113,136,90,50925.73
"2013-05-15","11",3347,153,97,36714.15
"2013-05-15","12",3261,151,94,40304.93
"2013-05-15","13",2538,121,74,25049.17
"2013-05-15","14",3219,134,87,30476.54
"2013-05-15","15",2901,131,84,34182.79
"2013-05-15","16",3049,127,87,33816.93
"2013-05-15","17",3034,133,86,36967.79
"2013-05-15","18",3392,146,94,27499.19
"2013-05-15","19",3157,140,93,35429.84
"2013-05-15","20",3214,151,99,39898.9
"2013-05-15","21",2434,113,65,25521.94
"2013-05-15","22",1422,69,38,11690.6
"2013-05-15","23",1036,45,19,9430.63
"2013-05-16","00",868,47,26,8438.71
"2013-05-16","01",622,29,20,7023.35
"2013-05-16","02",210,17,7,1758.16
"2013-05-16","03",455,16,12,5513.02
"2013-05-16","04",454,20,12,5136.83
"2013-05-16","05",901,46,24,9052.39
"2013-05-16","06",1904,84,50,15289.11
"2013-05-16","07",1947,83,61,16241.38
"2013-05-16","08",2250,96,72,23083.4
"2013-05-16","09",2813,126,76,36074.34
"2013-05-16","10",3014,130,88,35414.24
"2013-05-16","11",2506,119,72,28827.48
"2013-05-16","12",3252,144,88,34355.82
"2013-05-16","13",2533,120,73,26158.65
"2013-05-16","14",2684,123,78,28004.01
"2013-05-16","15",2850,135,78,33582.6
"2013-05-16","16",2474,113,68,24663.19
"2013-05-16","17",2990,142,87,36832.89
"2013-05-16","18",2587,126,90,40357.36
"2013-05-16","19",3312,139,86,32195.23
"2013-05-16","20",2324,115,72,21770.02
"2013-05-16","21",2407,113,66,31064.66
"2013-05-16","22",1421,60,44,14499.06
"2013-05-16","23",1158,56,36,10422.19
"2013-05-17","00",636,26,21,14765.42
"2013-05-17","01",549,23,15,3796.4
"2013-05-17","02",628,24,12,11729.77
"2013-05-17","03",340,16,11,3752.95
"2013-05-17","04",506,26,19,46236.08
"2013-05-17","05",641,37,18,6399.07
"2013-05-17","06",1238,58,33,10993.11
"2013-05-17","07",1919,87,60,18307.39
"2013-05-17","08",2098,84,63,22955.14
"2013-05-17","09",2423,127,73,38685.67
"2013-05-17","10",3333,149,101,39973.8
"2013-05-17","11",3204,144,100,40547.35
"2013-05-17","12",3041,140,81,29256.59
"2013-05-17","13",2708,123,74,23308.06
"2013-05-17","14",2745,124,91,31556.93
"2013-05-17","15",2154,104,62,24403.52
"2013-05-17","16",2541,116,77,29092.97
"2013-05-17","17",2290,105,63,21589.53
"2013-05-17","18",2519,120,75,27180.94
"2013-05-17","19",2163,113,76,25259.4
"2013-05-17","20",2045,101,58,18298.72
"2013-05-17","21",1670,85,47,16816.08
"2013-05-17","22",1368,70,39,12385.63
"2013-05-17","23",786,35,23,9544.27
"2013-05-18","00",374,19,11,3483.8
"2013-05-18","01",510,29,12,5927.11
"2013-05-18","02",292,12,6,1903.83
"2013-05-18","03",343,14,11,2307.38
"2013-05-18","04",360,18,14,7611.99
"2013-05-18","05",580,24,17,6316.06
"2013-05-18","06",1181,49,36,56715.66
"2013-05-18","07",1447,64,44,13362.57
"2013-05-18","08",1768,85,55,16130.2
"2013-05-18","09",1778,91,56,16362.48
"2013-05-18","10",2152,104,65,22674.38
"2013-05-18","11",1830,82,52,17144.25
"2013-05-18","12",1715,80,45,19850.13
"2013-05-18","13",1730,81,46,13825.38
"2013-05-18","14",1694,74,51,16327.68
"2013-05-18","15",1967,97,51,19922.27
"2013-05-18","16",2296,102,69,23049.53
"2013-05-18","17",1995,89,60,22242.82
"2013-05-18","18",2135,103,63,23254.73
"2013-05-18","19",1722,87,50,19281.5
"2013-05-18","20",1733,75,43,14639.42
"2013-05-18","21",1460,76,50,21862.15
"2013-05-18","22",1334,72,33,12763.48
"2013-05-18","23",1247,59,29,14705.98
"2013-05-19","00",699,30,21,5157.72
"2013-05-19","01",655,24,19,6370.04
"2013-05-19","02",144,10,4,802.99
"2013-05-19","03",399,15,10,2145.43
"2013-05-19","04",124,4,3,1196
"2013-05-19","05",810,35,25,7804.49
"2013-05-19","06",1057,44,34,10966.9
"2013-05-19","07",1131,50,33,15043.3
"2013-05-19","08",1528,65,44,19380.35
"2013-05-19","09",1499,72,46,17926.4
"2013-05-19","10",2063,93,63,24191.3
"2013-05-19","11",1764,89,46,17677.1
"2013-05-19","12",2519,119,73,31375.43
"2013-05-19","13",2480,104,63,19243.96
"2013-05-19","14",2724,119,81,29112.79
"2013-05-19","15",2782,122,69,182810.3
"2013-05-19","16",3124,154,84,80233.88
"2013-05-19","17",2889,132,84,31821.46
"2013-05-19","18",3037,139,99,37438.82
"2013-05-19","19",3048,158,82,27234.31
"2013-05-19","20",3035,143,88,41263.07
"2013-05-19","21",2326,111,59,22608.37
"2013-05-19","22",2060,125,63,23937.25
"2013-05-19","23",1341,62,36,21003.23
"2013-05-20","00",509,22,14,7094.33
"2013-05-20","01",484,23,12,6535.69
"2013-05-20","02",375,16,14,3378.87
"2013-05-20","03",194,11,4,449.38
"2013-05-20","04",484,28,15,7579.92
"2013-05-20","05",1034,44,27,14365.53
"2013-05-20","06",1643,69,51,12388.95
"2013-05-20","07",1865,84,58,20662.91
"2013-05-20","08",2448,117,81,26040.31
"2013-05-20","09",2760,128,89,31734.35
"2013-05-20","10",3353,163,92,33073.55
"2013-05-20","11",3953,168,109,38649.66
"2013-05-20","12",3201,154,91,29006.46
"2013-05-20","13",3472,157,85,27284.93
"2013-05-20","14",3220,137,80,25679.12
"2013-05-20","15",2450,113,79,32773.57
"2013-05-20","16",3100,147,101,38193.71
"2013-05-20","17",3264,164,102,33610.25
"2013-05-20","18",3230,141,91,32606.77
"2013-05-20","19",3775,176,111,37422.83
"2013-05-20","20",3290,152,92,34759.9
"2013-05-20","21",2800,125,83,45362.91
"2013-05-20","22",1844,95,61,22497.36
"2013-05-20","23",1296,64,35,16959.71
"2013-05-21","00",1155,45,27,17596.46
"2013-05-21","01",547,21,14,10359.04
"2013-05-21","02",318,17,10,11389.71
"2013-05-21","03",314,14,8,3646.8
"2013-05-21","04",507,20,15,4438.09
"2013-05-21","05",903,40,27,9709.17
"2013-05-21","06",1227,52,38,12102.06
"2013-05-21","07",1822,81,53,15448.73
"2013-05-21","08",2307,101,68,20372.33
"2013-05-21","09",2641,112,74,29204.4
"2013-05-21","10",2203,97,53,31840.2
"2013-05-21","11",2983,145,84,35422.38
"2013-05-21","12",2800,135,74,24071.17
"2013-05-21","13",3455,150,104,55683.05
"2013-05-21","14",3039,146,97,30739.71
"2013-05-21","15",2983,154,75,24481.7
"2013-05-21","16",3185,148,92,35070.4
"2013-05-21","17",2913,135,81,29107.75
"2013-05-21","18",3424,148,104,31694.84
"2013-05-21","19",3492,161,90,31469.33
"2013-05-21","20",3355,160,97,35692.43
"2013-05-21","21",2672,136,84,32911.31
"2013-05-21","22",1972,88,63,20315.17
"2013-05-21","23",1370,67,44,12987.89
"2013-05-22","00",884,44,28,10353.05
"2013-05-22","01",467,18,9,5146.85
"2013-05-22","02",356,19,8,4799.67
"2013-05-22","03",277,18,11,5947.02
"2013-05-22","04",541,25,16,7011.74
"2013-05-22","05",884,40,24,6208.72
"2013-05-22","06",1626,73,41,15480.88
"2013-05-22","07",2402,101,70,21826.01
"2013-05-22","08",2261,103,60,24718.95
"2013-05-22","09",3179,143,94,35250.78
"2013-05-22","10",2177,108,67,35174.47
"2013-05-22","11",3036,145,89,35680.87
"2013-05-22","12",3472,160,98,36792.9
"2013-05-22","13",2905,128,87,29068.95
"2013-05-22","14",3205,145,91,42733.48
"2013-05-22","15",3180,168,96,29254.4
"2013-05-22","16",2988,164,88,35489.53
"2013-05-22","17",3746,157,107,37468.31
"2013-05-22","18",3394,154,87,29075.86
"2013-05-22","19",3632,156,102,32414.73
"2013-05-22","20",2927,136,87,27634.78
"2013-05-22","21",2456,123,70,24352.4
"2013-05-22","22",2300,96,61,16675.08
"2013-05-22","23",1367,76,42,16124.14
"2013-05-23","00",795,31,22,6638.27
"2013-05-23","01",428,19,14,12311.13
"2013-05-23","02",308,13,9,2647.55
"2013-05-23","03",253,11,9,3934.48
"2013-05-23","04",486,25,15,3651.86
"2013-05-23","05",707,36,18,7599.36
"2013-05-23","06",1180,47,30,10057.61
"2013-05-23","07",1947,83,45,15237.35
"2013-05-23","08",2240,107,69,25184.95
"2013-05-23","09",2846,120,79,25913.42
"2013-05-23","10",2961,123,75,27716.96
"2013-05-23","11",2912,132,83,36592.85
"2013-05-23","12",3282,143,101,41477.31
"2013-05-23","13",3412,154,96,36195.9
"2013-05-23","14",2518,110,69,23277.1
"2013-05-23","15",2715,121,82,34766.03
"2013-05-23","16",3067,142,93,34382.03
"2013-05-23","17",2949,126,96,32966.07
"2013-05-23","18",2663,127,80,32043.52
"2013-05-23","19",2609,124,75,30251.87
"2013-05-23","20",2281,119,70,28101.01
"2013-05-23","21",2600,116,73,27562.38
"2013-05-23","22",1305,62,37,12272.42
"2013-05-23","23",1310,61,39,16843.16
"2013-05-24","00",961,39,27,11742.55
"2013-05-24","01",351,19,10,5560.55
"2013-05-24","02",311,13,8,2845.67
"2013-05-24","03",372,15,11,3599.13
"2013-05-24","04",744,30,20,6537.62
"2013-05-24","05",621,32,22,10494.63
"2013-05-24","06",1398,62,46,17810.96
"2013-05-24","07",2061,87,61,19008.71
"2013-05-24","08",2589,135,85,37476.6
"2013-05-24","09",2906,132,84,27520.47
"2013-05-24","10",2971,131,92,28117.53
"2013-05-24","11",3285,146,94,35433.04
"2013-05-24","12",3061,137,83,29992.27
"2013-05-24","13",3501,152,103,32229.61
"2013-05-24","14",2517,115,70,23341.5
"2013-05-24","15",2279,122,71,30206.79
"2013-05-24","16",2236,105,72,25923.92
"2013-05-24","17",2240,102,65,20649.34
"2013-05-24","18",2176,112,68,23772.75
"2013-05-24","19",1998,89,58,14550.73
"2013-05-24","20",1994,106,58,17196.11
"2013-05-24","21",1689,75,42,15216.97
"2013-05-24","22",1110,49,34,11957.93
"2013-05-24","23",959,50,27,11392.49
"2013-05-25","00",861,38,25,8959.87
"2013-05-25","01",378,16,12,3017
"2013-05-25","02",399,16,13,8025.54
"2013-05-25","03",312,17,9,4373.39
"2013-05-25","04",538,26,16,3772.96
"2013-05-25","05",671,29,19,6051.61
"2013-05-25","06",949,42,27,11977.61
"2013-05-25","07",1405,58,35,14014.24
"2013-05-25","08",2013,96,64,16064.37
"2013-05-25","09",1882,91,60,19902.55
"2013-05-25","10",1846,86,59,25222.38
"2013-05-25","11",1798,81,57,21419.64
"2013-05-25","12",2030,92,62,25576.8
"2013-05-25","13",1959,95,62,20368.03
"2013-05-25","14",1951,85,51,29863.25
"2013-05-25","15",1927,80,62,19511.1
"2013-05-25","16",1772,79,52,23301.76
"2013-05-25","17",1672,77,55,24620.1
"2013-05-25","18",1756,86,53,18582.05
"2013-05-25","19",2004,88,51,19285.66
"2013-05-25","20",1525,78,44,18782.6
"2013-05-25","21",1483,76,42,15955.67
"2013-05-25","22",1282,58,43,22331.7
"2013-05-25","23",1186,51,28,9584.12
"2013-05-26","00",678,31,24,8765.23
"2013-05-26","01",488,22,16,6179.71
"2013-05-26","02",179,9,7,3917.63
"2013-05-26","03",246,10,8,3755.44
"2013-05-26","04",213,9,7,1943.33
"2013-05-26","05",602,23,17,6068.24
"2013-05-26","06",906,35,24,9269.97
"2013-05-26","07",1395,59,41,11533.43
"2013-05-26","08",1487,69,43,10786.55
"2013-05-26","09",1919,87,51,21919.75
"2013-05-26","10",2094,84,62,24155.39
"2013-05-26","11",2443,109,66,26451.58
"2013-05-26","12",2395,103,61,25310.91
"2013-05-26","13",1980,93,52,20167
"2013-05-26","14",1787,76,50,18477.45
"2013-05-26","15",2123,108,64,30622.28
"2013-05-26","16",2238,95,57,23794.56
"2013-05-26","17",2130,91,60,21037.69
"2013-05-26","18",2815,126,66,28015.4
"2013-05-26","19",2521,115,71,28324.3
"2013-05-26","20",2081,99,63,28588.02
"2013-05-26","21",1608,78,38,16486.16
"2013-05-26","22",1740,77,48,18369.47
"2013-05-26","23",829,42,20,12286.67
"2013-05-27","00",682,43,20,9788.69
"2013-05-27","01",556,21,16,3191.21
"2013-05-27","02",272,11,8,1986.72
"2013-05-27","03",356,14,11,6890.66
"2013-05-27","04",304,18,9,2848.54
"2013-05-27","05",628,25,14,5834.08
"2013-05-27","06",1069,49,30,12261.06
"2013-05-27","07",1558,71,52,21207.88
"2013-05-27","08",2062,79,65,22834.26
"2013-05-27","09",2519,111,71,23516.08
"2013-05-27","10",2563,126,74,17549.72
"2013-05-27","11",2688,125,76,37627.81
"2013-05-27","12",2350,107,67,28548.85
"2013-05-27","13",2700,128,75,35077.54
"2013-05-27","14",2770,121,75,35531.89
"2013-05-27","15",3077,136,80,25343
"2013-05-27","16",2887,146,73,25947.33
"2013-05-27","17",2898,131,93,34284.47
"2013-05-27","18",3208,146,84,29228.57
"2013-05-27","19",3027,123,90,41592.83
"2013-05-27","20",2775,132,85,35017.42
"2013-05-27","21",2098,96,54,18916.38
"2013-05-27","22",1826,87,50,21232.74
"2013-05-27","23",1414,66,47,17594.79
"2013-05-28","00",806,46,23,12992.55
"2013-05-28","01",260,20,8,2099.37
"2013-05-28","02",349,19,6,2715.57
"2013-05-28","03",346,17,13,3888.56
"2013-05-28","04",372,14,12,2175.25
"2013-05-28","05",855,34,24,7324.29
"2013-05-28","06",1450,73,38,26311.78
"2013-05-28","07",1695,71,46,14003.29
"2013-05-28","08",2477,106,70,24608.77
"2013-05-28","09",3064,134,94,46810.97
"2013-05-28","10",3310,156,92,30941.63
"2013-05-28","11",3840,168,94,36539.79
"2013-05-28","12",3348,152,88,40210.68
"2013-05-28","13",3351,157,80,32847.12
"2013-05-28","14",3339,153,90,35305.63
"2013-05-28","15",3152,154,82,29372.57
"2013-05-28","16",3027,151,91,29870.34
"2013-05-28","17",3728,167,99,31160.98
"2013-05-28","18",3164,146,95,28374.66
"2013-05-28","19",3676,164,99,29806.82
"2013-05-28","20",3061,133,90,39599.62
"2013-05-28","21",2337,102,66,23666.76
"2013-05-28","22",2080,98,54,18537.86
"2013-05-28","23",1198,57,34,12782.95
"2013-05-29","00",862,39,26,9573.72
"2013-05-29","01",398,23,12,4314.53
"2013-05-29","02",395,15,11,6242.78
"2013-05-29","03",300,26,9,4295.19
"2013-05-29","04",365,17,13,4346.1
"2013-05-29","05",941,37,28,15889.02
"2013-05-29","06",1510,63,39,12867.6
"2013-05-29","07",1689,78,50,19587.32
"2013-05-29","08",2636,118,77,29121.93
"2013-05-29","09",2999,132,81,35336.33
"2013-05-29","10",3226,141,93,35678.67
"2013-05-29","11",3196,135,89,38349.22
"2013-05-29","12",3410,151,93,37470.74
"2013-05-29","13",2916,138,83,38833.64
"2013-05-29","14",3103,140,83,36446.04
"2013-05-29","15",2663,116,78,32728.15
"2013-05-29","16",2621,117,84,31089.94
"2013-05-29","17",3028,135,88,41085.63
"2013-05-29","18",3525,162,98,39845.64
"2013-05-29","19",3414,159,94,34018.72
"2013-05-29","20",2397,105,75,21822.67
"2013-05-29","21",2612,121,72,30508.95
"2013-05-29","22",1783,82,45,16275.32
"2013-05-29","23",1396,70,38,15480.09
"2013-05-30","00",929,43,21,9593.58
"2013-05-30","01",675,28,24,8685.43
"2013-05-30","02",622,26,13,4444.76
"2013-05-30","03",392,21,9,6535.77
"2013-05-30","04",508,25,12,4654.94
"2013-05-30","05",671,28,18,6473.87
"2013-05-30","06",1591,64,39,12534.04
"2013-05-30","07",1770,87,50,17011.55
"2013-05-30","08",2352,103,63,26270.95
"2013-05-30","09",2201,98,64,27393.68
"2013-05-30","10",3199,137,91,28890.47
"2013-05-30","11",2799,122,78,28472.63
"2013-05-30","12",2639,117,78,27112.94
"2013-05-30","13",3085,134,79,28695.08
"2013-05-30","14",2494,115,74,28305.22
"2013-05-30","15",2565,139,83,39358.34
"2013-05-30","16",3067,151,94,32091.25
"2013-05-30","17",3031,144,90,32114.42
"2013-05-30","18",3033,126,82,29098.43
"2013-05-30","19",3186,140,87,28880.3
"2013-05-30","20",3432,150,91,29809.17
"2013-05-30","21",2172,97,64,28004.68
"2013-05-30","22",1528,67,39,13230.4
"2013-05-30","23",1471,62,39,13863.21
"2013-05-31","00",681,37,22,9365.15
"2013-05-31","01",540,22,14,5982.24
"2013-05-31","02",143,5,5,1900.32
"2013-05-31","03",372,19,13,2983.14
"2013-05-31","04",481,25,20,7341.3
"2013-05-31","05",757,30,18,4992.15
"2013-05-31","06",1392,71,41,16403.98
"2013-05-31","07",1852,83,55,14223.58
"2013-05-31","08",3114,141,93,28759.1
"2013-05-31","09",2651,116,79,24574.35
"2013-05-31","10",3053,149,91,33509.25
"2013-05-31","11",3474,167,101,44662.78
"2013-05-31","12",2753,138,69,22293.72
"2013-05-31","13",2980,133,74,26591.26
"2013-05-31","14",2869,114,81,37260.81
"2013-05-31","15",2480,117,73,26163.07
"2013-05-31","16",2547,118,80,30845.96
"2013-05-31","17",2532,108,72,33138.82
"2013-05-31","18",2593,110,71,43383.8
"2013-05-31","19",1721,79,51,17864.24
"2013-05-31","20",2337,113,71,23267.13
"2013-05-31","21",1745,76,50,21095.67
"2013-05-31","22",1248,57,33,12156.63
"2013-05-31","23",1093,62,29,10663.66
"2013-06-01","00",553,29,13,3884.23
"2013-06-01","01",382,20,14,6599.63
"2013-06-01","02",215,9,4,2383.3
"2013-06-01","03",311,13,9,1292.46
"2013-06-01","04",474,21,15,5578.52
"2013-06-01","05",630,29,21,7650.77
"2013-06-01","06",1096,48,26,9401.74
"2013-06-01","07",1531,61,37,12969.28
"2013-06-01","08",1434,61,41,12935.58
"2013-06-01","09",2474,111,65,24624.48
"2013-06-01","10",2213,108,69,25894.63
"2013-06-01","11",1892,88,54,24107.1
"2013-06-01","12",1976,84,57,22624.28
"2013-06-01","13",2260,102,60,21916.68
"2013-06-01","14",2055,91,62,20595.67
"2013-06-01","15",2461,112,62,21857.15
"2013-06-01","16",1804,77,55,16898.39
"2013-06-01","17",2338,102,61,25855.1
"2013-06-01","18",2080,99,54,14347.82
"2013-06-01","19",1853,85,56,18436.14
"2013-06-01","20",1565,77,46,20557.13
"2013-06-01","21",1727,102,53,15409.38
"2013-06-01","22",1191,58,30,13961.04
"2013-06-01","23",1041,52,24,11025.29
"2013-06-02","00",960,61,31,8676.52
"2013-06-02","01",503,24,14,6785.29
"2013-06-02","02",260,17,7,3244.67
"2013-06-02","03",254,11,8,2454.69
"2013-06-02","04",393,22,14,5032.45
"2013-06-02","05",463,22,14,5895.28
"2013-06-02","06",882,34,26,10550.54
"2013-06-02","07",1626,80,47,13967.1
"2013-06-02","08",1436,73,45,19286.45
"2013-06-02","09",1549,68,49,17300.3
"2013-06-02","10",2595,121,73,22847.08
"2013-06-02","11",2185,102,59,22320.63
"2013-06-02","12",3039,135,93,36880.47
"2013-06-02","13",2370,106,73,30151.75
"2013-06-02","14",2459,108,67,29803.08
"2013-06-02","15",2813,127,79,25143.27
"2013-06-02","16",2779,122,81,26120.49
"2013-06-02","17",3605,157,95,28940.96
"2013-06-02","18",3616,158,105,37774.44
"2013-06-02","19",2636,126,71,25967.79
"2013-06-02","20",2394,110,68,23459.15
"2013-06-02","21",2273,107,64,24980.01
"2013-06-02","22",2157,93,57,30915.02
"2013-06-02","23",1263,61,33,10977.35
"2013-06-03","00",819,40,19,7701.33
"2013-06-03","01",632,28,16,8459.82
"2013-06-03","02",364,14,10,5305.41
"2013-06-03","03",143,7,4,1080.72
"2013-06-03","04",569,35,20,9854.41
"2013-06-03","05",1051,45,30,12078.89
"2013-06-03","06",1389,66,41,26017.35
"2013-06-03","07",1762,80,61,23698.88
"2013-06-03","08",2551,111,77,24119.24
"2013-06-03","09",2403,112,65,20981.78
"2013-06-03","10",3277,153,110,49450.79
"2013-06-03","11",3062,148,91,31513.51
"2013-06-03","12",3060,142,89,37717.95
"2013-06-03","13",3715,156,96,52147.17
"2013-06-03","14",2641,131,80,38350.3
"2013-06-03","15",3427,154,104,39800.58
"2013-06-03","16",3393,146,98,40410.93
"2013-06-03","17",3447,148,106,44832.52
"2013-06-03","18",3542,158,111,43068.67
"2013-06-03","19",3519,147,80,27693.51
"2013-06-03","20",3021,130,83,32777.23
"2013-06-03","21",2619,122,63,20688.15
"2013-06-03","22",2243,118,61,28997.74
"2013-06-03","23",1654,78,39,16427.35
"2013-06-04","00",917,36,26,7325.95
"2013-06-04","01",573,26,17,6613.27
"2013-06-04","02",254,17,7,2860.27
"2013-06-04","03",378,17,16,7640.49
"2013-06-04","04",316,16,9,2263.05
"2013-06-04","05",822,38,22,6991.12
"2013-06-04","06",1636,69,42,13480.67
"2013-06-04","07",2176,92,63,24074.02
"2013-06-04","08",2370,103,68,21979.56
"2013-06-04","09",2931,133,86,35177.15
"2013-06-04","10",2273,102,60,22176.35
"2013-06-04","11",3041,139,91,33726.32
"2013-06-04","12",3747,170,105,40684.83
"2013-06-04","13",3271,143,98,33681.3
"2013-06-04","14",3269,140,91,34556.81
"2013-06-04","15",3482,154,90,37064.81
"2013-06-04","16",3056,137,83,31395.15
"2013-06-04","17",3297,149,94,33000.32
"2013-06-04","18",3553,172,103,32100.4
"2013-06-04","19",2797,122,78,31211.43
"2013-06-04","20",3021,145,80,24192.72
"2013-06-04","21",3132,141,97,32578.17
"2013-06-04","22",1842,87,44,20056.77
"2013-06-04","23",1653,72,47,19466.12
"2013-06-05","00",730,31,24,13613.84
"2013-06-05","01",421,26,13,4924.57
"2013-06-05","02",355,17,8,3847.84
"2013-06-05","03",410,16,10,2876.54
"2013-06-05","04",405,19,15,4854.09
"2013-06-05","05",829,31,18,4858.99
"2013-06-05","06",1983,89,58,20752.81
"2013-06-05","07",2388,100,80,26698.99
"2013-06-05","08",2818,123,82,36780.15
"2013-06-05","09",3755,158,99,38134.16
"2013-06-05","10",3175,145,93,45182.24
"2013-06-05","11",3100,151,85,36537.25
"2013-06-05","12",3694,161,108,46141.4
"2013-06-05","13",2844,130,84,31657.6
"2013-06-05","14",2766,115,77,31420.34
"2013-06-05","15",2702,123,81,35177.84
