"srch_id","date_time","site_id","visitor_location_country_id","visitor_hist_starrating","visitor_hist_adr_usd","prop_country_id","prop_id","prop_starrating","prop_review_score","prop_brand_bool","prop_location_score1","prop_location_score2","prop_log_historical_price","position","price_usd","promotion_flag","srch_destination_id","srch_length_of_stay","srch_booking_window","srch_adults_count","srch_children_count","srch_room_count","srch_saturday_night_bool","srch_query_affinity_score","orig_destination_distance","random_bool","comp1_rate","comp1_inv","comp1_rate_percent_diff","comp2_rate","comp2_inv","comp2_rate_percent_diff","comp3_rate","comp3_inv","comp3_rate_percent_diff","comp4_rate","comp4_inv","comp4_rate_percent_diff","comp5_rate","comp5_inv","comp5_rate_percent_diff","comp6_rate","comp6_inv","comp6_rate_percent_diff","comp7_rate","comp7_inv","comp7_rate_percent_diff","comp8_rate","comp8_inv","comp8_rate_percent_diff","click_bool","gross_bookings_usd","booking_bool"
"509516","2013-04-24 08:58:20","5","219",NA,NA,"219","19668",3,4,"1",1.61,0.0029,5.14,"24",154,"0","4766",2,170,2,2,1,"1",NA,245.82,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"509584","2013-01-22 18:50:26","5","219",NA,NA,"219","31524",2,2,"0",5.19,NA,5.23,"3",109,"0","11897",2,4,1,0,1,"1",NA,182.12,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,8,NA,NA,NA,NA,NA,NA,1,0,8,"0",NA,"0"
"509648","2013-06-13 12:56:10","14","100",NA,NA,"99","82228",4,3.5,"1",3.47,0.0768,0,"6",104.34,"0","20686",1,202,1,1,2,"0",NA,3934.89,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"0"
"509716","2013-02-10 16:18:10","5","219",NA,NA,"219","136746",3,3.5,"1",1.61,0.0028,4.87,"27",119,"0","1986",2,30,2,0,1,"0",NA,168.24,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"509792","2012-11-19 07:33:45","5","219",NA,NA,"219","73166",2,3,"1",1.61,0.0045,4.58,"9",71,"0","17603",7,257,2,0,1,"0",NA,484.78,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"509857","2013-06-06 08:20:24","5","219",NA,NA,"219","95258",2,4,"0",3.56,0.0608,0,"32",265,"0","9402",2,8,1,0,1,"1",NA,NA,"0",NA,NA,NA,0,0,15,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"509925","2013-04-27 11:39:29","26","39",NA,NA,"216","114482",4,4.5,"1",3.43,0.0498,4.9,"25",68.75,"1","1404",2,28,1,0,1,"1",-21.5863,NA,"0",NA,NA,NA,0,0,NA,NA,NA,NA,1,0,13,1,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"509998","2012-12-27 16:33:58","16","31",NA,NA,"31","91311",4,4.5,"0",1.39,3e-04,5.35,"2",276.67,"0","23840",1,2,3,2,2,"1",NA,396.94,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,"0",NA,"0"
"510067","2012-11-12 09:05:57","5","219",3.5,86.25,"219","118936",2,3,"0",3.97,NA,5.11,"32",80,"0","13430",1,2,1,0,1,"0",NA,535.54,"1",NA,NA,NA,1,0,12,NA,1,NA,NA,NA,NA,-1,0,15,NA,NA,NA,NA,NA,NA,-1,0,15,"0",NA,"0"
"510134","2013-04-06 15:09:41","5","22",3.6,170.63,"219","26006",4,4.5,"0",3.47,0.0491,5.97,"3",229,"1","23605",2,33,2,0,1,"1",NA,NA,"0",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"510202","2013-05-29 23:44:44","5","219",NA,NA,"219","139165",4,4.5,"1",4.19,0.1606,5.57,"25",219,"0","7714",1,18,2,0,1,"0",NA,758.86,"0",NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"510265","2013-04-24 11:04:57","1","13",NA,NA,"132","23573",5,4.5,"0",4.97,0.0275,5.43,"9",327.19,"1","1815",4,28,2,1,1,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"510344","2013-02-23 09:19:13","5","219",NA,NA,"219","56740",4,4.5,"1",1.39,NA,5.56,"4",399,"0","19139",1,12,2,0,1,"1",NA,89.29,"0",NA,NA,NA,NA,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"510405","2012-11-15 10:35:13","5","219",2.75,119.41,"219","93036",3,4.5,"1",2.08,0.0181,5.01,"13",100,"0","4687",1,6,2,0,1,"0",NA,227.17,"0",NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"510474","2013-06-23 07:10:28","5","219",NA,NA,"219","18726",3,4.5,"1",1.95,NA,0,"2",143,"0","17132",2,10,2,0,1,"0",NA,178.31,"1",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"510524","2013-05-08 19:18:46","5","219",NA,NA,"219","91581",0,4.5,"1",1.1,0.0034,4.8,"24",110,"0","13898",2,63,2,2,1,"0",NA,332.87,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"510591","2013-04-20 08:33:15","5","33",NA,NA,"15","65805",4,4,"0",4.38,0.062,5.16,"12",57,"0","8660",6,20,2,1,1,"0",NA,NA,"0",NA,NA,NA,-1,0,2,NA,NA,NA,0,0,NA,0,0,NA,1,0,32,1,0,31,NA,NA,NA,"0",NA,"0"
"510670","2013-04-13 10:27:46","5","219",NA,NA,"219","29806",4,4,"1",1.39,NA,5.05,"6",140,"0","6498",2,13,2,2,1,"1",NA,303.77,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"510734","2013-06-20 14:29:58","5","219",NA,NA,"219","101604",4,4,"1",1.95,0.0736,0,"9",119,"0","4075",1,1,2,0,1,"1",NA,176.87,"1",NA,NA,NA,0,0,7,0,0,NA,NA,NA,NA,0,0,7,NA,NA,NA,NA,NA,NA,0,0,7,"0",NA,"0"
"510805","2012-11-27 09:26:28","5","219",NA,NA,"219","89862",2,2.5,"1",2.3,0.0224,4.58,"34",102,"0","26392",1,270,2,0,1,"1",NA,209.75,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"510876","2013-05-20 12:13:46","5","219",NA,NA,"31","28879",4,4,"0",6.35,0.1183,5.41,"12",192,"1","26361",3,109,1,0,1,"1",NA,4330.86,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"510937","2013-05-27 21:14:26","5","33",NA,NA,"219","81817",4,4.5,"1",2.2,NA,5.18,"10",229,"0","28315",6,12,1,0,1,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"511001","2013-02-13 13:04:01","5","219",NA,NA,"219","92211",4,4.5,"0",4.91,0.3732,5.65,"12",169,"0","9422",1,7,1,0,1,"0",NA,965.64,"0",NA,NA,NA,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"511068","2013-02-15 10:29:11","5","219",NA,NA,"219","28806",2,2.5,"1",0,0.0101,4.61,"15",80,"0","14395",1,0,2,0,1,"1",NA,577.09,"0",NA,NA,NA,NA,1,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"0",NA,"0"
"511147","2013-04-17 09:37:08","5","158",NA,NA,"158","89250",5,4,"1",2.08,NA,5.1,"21",7225,"0","9890",2,14,2,0,1,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"511219","2012-11-14 16:57:43","24","216",NA,NA,"219","35043",4,4.5,"1",4.81,0.265,6.03,"6",275.65,"0","18933",4,29,2,0,1,"1",-9.7809,NA,"0",NA,NA,NA,0,0,11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"511279","2013-05-27 11:25:03","24","216",2.8,32.98,"98","96737",3,0,"0",5.16,0.1258,4.17,"9",35.27,"1","24731",3,30,2,0,1,"0",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"511343","2013-06-11 21:22:52","5","219",NA,NA,"219","96206",3,4.5,"1",5.12,0.5877,0,"28",151,"1","25556",2,164,2,2,1,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"511412","2013-03-07 16:03:17","5","219",NA,NA,"219","15455",2,4.5,"1",2.64,NA,4.34,"31",80,"0","21473",1,0,1,0,1,"1",NA,9.32,"0",NA,NA,NA,1,0,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"511498","2013-05-08 09:33:53","5","219",NA,NA,"219","118029",2,2.5,"1",1.1,0.0066,4.52,"24",70,"0","10794",2,23,2,0,1,"1",NA,229.78,"0",NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"511553","2013-04-05 11:15:08","15","55",3.9,192.33,"219","64297",3,4,"1",2.08,NA,4.64,"26",82.82,"0","22204",2,18,1,0,1,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,0,0,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"511627","2013-06-17 10:08:33","14","100",NA,NA,"219","50554",0,4,"1",2.3,NA,0,"33",39.27,"0","11846",5,20,2,0,1,"0",NA,617.8,"1",NA,NA,NA,1,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"511697","2012-12-25 20:22:03","32","220",NA,NA,"219","64344",4,3,"1",1.79,NA,5.84,"25",267.27,"0","27712",2,99,1,0,1,"0",NA,7647.1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"511753","2012-11-18 16:07:42","14","100",NA,NA,"100","85769",2,4.5,"1",1.61,3e-04,4.54,"22",88.89,"0","26120",1,3,2,0,1,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"511820","2013-04-15 17:23:54","5","219",NA,NA,"219","53920",0,3,"0",0.69,0.1871,3.72,"8",40,"0","10641",2,4,2,0,1,"1",NA,61.93,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"511893","2013-01-27 19:49:41","5","219",NA,NA,"55","122586",4,4,"1",4.95,0.0274,5.86,"3",363,"0","10979",1,108,4,0,1,"0",NA,3951.32,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"511973","2013-01-15 22:12:18","5","219",NA,NA,"219","20133",0,4,"1",3.56,0.0334,5.28,"24",279,"0","20857",1,10,2,0,1,"1",NA,374.25,"0",NA,NA,NA,-1,0,11,-1,1,11,NA,NA,NA,-1,0,32,NA,NA,NA,NA,NA,NA,-1,0,32,"0",NA,"0"
"512045","2013-02-22 07:41:43","14","100",NA,NA,"100","107652",3,4,"0",4.03,0.1768,5.05,"8",136.07,"0","21871",1,4,1,0,1,"0",NA,313.91,"0",NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,-1,0,12,NA,NA,NA,NA,NA,NA,-1,0,12,"0",NA,"0"
"512097","2012-12-18 17:27:12","13","81",NA,NA,"202","125253",3,2,"0",4.87,0.0829,4.79,"15",93.95,"0","21897",3,10,5,1,2,"1",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"512176","2013-03-02 01:01:58","5","219",NA,NA,"219","35975",4,4,"1",3.4,0.0866,5.1,"25",176,"0","10679",4,0,2,0,1,"1",NA,407.13,"0",NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"512236","2012-11-15 10:57:47","5","219",NA,NA,"219","99476",3,3,"1",2.48,0.0386,4.52,"7",59,"0","10794",2,7,2,0,1,"1",NA,26.21,"0",NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"512300","2013-05-23 12:50:41","14","100",NA,NA,"99","112598",3,4,"0",6.11,0.1916,5.29,"20",185.35,"0","4458",2,15,2,0,1,"1",NA,4515.84,"0",1,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,"0",NA,"0"
"512375","2012-12-05 12:49:24","29","132",NA,NA,"219","96039",3,4.5,"1",1.61,NA,5.01,"25",128.05,"0","24887",15,129,1,0,1,"0",NA,NA,"0",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"512443","2012-11-11 19:00:33","5","219",NA,NA,"219","23321",3,3.5,"1",2.64,0.0374,4.65,"26",57,"1","4828",1,10,2,0,1,"0",NA,473.68,"0",NA,NA,NA,1,0,4,1,0,4,NA,NA,NA,1,0,29,NA,NA,NA,NA,NA,NA,1,0,4,"0",NA,"0"
"512499","2013-02-27 23:00:17","24","216",NA,NA,"219","125611",3,3.5,"1",4.55,0.2653,5.64,"12",193.45,"1","20319",6,4,1,0,1,"0",NA,NA,"1",NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"512556","2013-05-13 06:54:02","5","219",NA,NA,"206","22715",2,5,"0",3.53,0.0666,3.43,"26",14,"0","23265",2,31,1,0,1,"1",NA,5077.14,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"512625","2013-01-09 13:51:15","24","216",NA,NA,"219","130073",3,4.5,"1",3.14,0.0979,5,"3",78.25,"0","10679",2,22,2,0,1,"1",NA,NA,"0",NA,NA,NA,0,0,NA,1,0,5,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"512684","2013-06-27 04:29:29","5","219",NA,NA,"219","83745",3,4.5,"1",1.95,0.0927,0,"9",99,"0","27493",1,0,4,0,2,"1",NA,81.52,"0",NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,6,"0",NA,"0"
"512741","2013-03-14 21:57:06","5","219",NA,NA,"215","88185",4,4,"1",2.2,0.0256,5.15,"33",103,"0","8557",1,97,2,0,1,"0",-14.3309,3779.59,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"512803","2013-05-09 20:48:47","15","55",NA,NA,"55","81120",4,4,"1",0.69,0.0152,4.86,"22",105.05,"0","27588",1,11,2,0,1,"0",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"512873","2013-04-23 22:56:05","16","31",NA,NA,"31","56997",4,3,"0",1.95,NA,5.54,"4",154.71,"0","20639",3,2,2,2,1,"1",NA,76.97,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3,NA,NA,NA,"0",NA,"0"
"512954","2012-12-30 21:18:10","5","219",NA,NA,"219","7739",3,4,"1",2.48,0.0259,4.76,"1",63,"1","13202",1,1,1,0,1,"0",NA,93.92,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"513026","2013-01-10 07:12:57","5","219",NA,NA,"219","59165",3,4,"1",2.08,0.0205,4.98,"18",159,"0","4075",1,28,2,0,1,"1",NA,2608.96,"1",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,5,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"513091","2012-11-26 10:41:06","11","103",NA,NA,"215","118457",5,4,"1",6.07,0.0573,5.79,"19",187.38,"1","2303",3,273,2,0,1,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"513158","2013-04-21 19:08:12","5","219",NA,NA,"219","95369",4,4.5,"1",4.79,0.2883,5.55,"2",244,"0","12452",4,90,1,2,1,"1",NA,262.32,"1",NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"513215","2013-05-07 19:38:12","5","219",3,319.15,"100","68372",2,3.5,"1",4.36,0.1958,4.7,"21",89,"0","6948",2,97,2,2,1,"0",NA,297.18,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"513282","2013-06-05 17:33:53","5","219",NA,NA,"219","20528",3,4,"1",3.33,0.0547,0,"1",140,"1","12582",3,36,2,0,1,"1",NA,4853.03,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"513342","2013-05-31 20:25:06","16","31",3.67,125.92,"99","91310",4,4,"1",6.15,0.0191,5.91,"1",262.54,"0","13292",4,58,1,1,2,"0",NA,NA,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,1,0,9,NA,NA,NA,"0",NA,"0"
"513403","2013-06-23 07:11:15","5","219",NA,NA,"219","129423",4,4.5,"1",1.61,0.216,0,"1",229,"0","5972",1,4,2,0,1,"1",-22.3357,1051.89,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"513477","2012-12-08 11:10:37","5","219",NA,NA,"219","87912",3,4,"1",1.61,0.0335,4.77,"19",89,"1","24521",1,0,1,0,1,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"513530","2013-01-08 14:40:10","5","219",NA,NA,"219","131892",4,4,"1",4.25,0.2474,4.98,"28",109,"1","8192",2,45,1,0,1,"1",NA,1083.25,"1",NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,-1,0,14,NA,NA,NA,NA,NA,NA,-1,0,14,"0",NA,"0"
"513585","2013-05-20 19:21:38","5","219",NA,NA,"219","134383",2,4,"1",1.39,0.0491,4.79,"26",90,"0","26484",3,88,2,0,1,"1",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"513658","2013-05-07 09:30:48","5","219",NA,NA,"59","59875",3,5,"0",0,0.003,4.56,"12",59,"1","5454",4,53,3,1,1,"1",NA,1065.5,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"513720","2013-06-18 13:30:56","5","219",NA,NA,"219","104393",2,4,"1",2.94,0.1691,0,"15",69,"0","15475",2,22,2,0,1,"0",NA,256.07,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"513792","2013-04-11 16:30:06","5","219",NA,NA,"219","116818",2,2.5,"1",3,0.2285,4.1,"25",60,"0","9297",1,1,2,0,1,"1",NA,273.59,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"513864","2013-05-12 20:24:46","5","219",NA,NA,"219","98719",4,4,"1",3.81,0.0302,6.2,"6",409,"0","15253",2,29,6,2,3,"0",NA,296.03,"1",NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"513939","2013-01-13 16:34:48","5","219",NA,NA,"219","43966",3,4,"1",4.65,0.4591,5.32,"31",119,"0","20319",3,133,2,2,1,"0",NA,3345.38,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"514001","2013-04-08 10:55:29","14","100",NA,NA,"219","105336",0,2,"1",1.61,NA,4.23,"12",82.63,"0","3422",3,11,2,0,1,"1",NA,1070.75,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"514070","2013-01-17 20:20:01","18","129",NA,NA,"31","90365",3,3.5,"0",6.68,0.0678,5.33,"22",188.63,"0","15620",3,111,2,0,1,"0",NA,NA,"0",1,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,0,3,1,0,3,NA,NA,NA,"0",NA,"0"
"514142","2013-06-18 23:09:35","5","219",NA,NA,"129","112675",4,4,"1",2.08,0.0113,0,"25",76,"1","11507",4,13,1,0,1,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,2,0,0,19,NA,NA,NA,"0",NA,"0"
"514209","2012-12-26 08:40:43","5","219",NA,NA,"219","8210",3,4,"1",1.39,NA,5.03,"12",154,"0","4444",2,9,2,0,1,"1",-37.4931,164.76,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"514268","2012-11-15 01:10:55","25","219",NA,NA,"215","111154",5,4.5,"0",6.23,0.1002,5.96,"32",323.41,"0","2303",1,9,2,0,1,"1",NA,3833.11,"1",1,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,0,10,NA,NA,NA,"0",NA,"0"
"514329","2013-05-16 19:22:06","5","219",NA,NA,"219","54497",0,3.5,"1",2.3,0.0078,4.87,"36",126,"0","20409",3,9,2,0,1,"1",NA,189.81,"0",NA,NA,NA,1,0,14,1,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,13,"0",NA,"0"
"514393","2013-01-31 16:00:08","9","59",NA,NA,"59","34289",4,4,"0",3.89,0.3524,4.77,"30",65.94,"1","9188",2,71,2,1,1,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"514471","2013-01-31 14:10:25","9","59",NA,NA,"59","119771",4,4.5,"1",3.14,0.0376,6.02,"22",265.25,"0","7723",3,1,2,0,1,"1",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"514538","2013-05-02 22:43:27","5","219",NA,NA,"219","90254",4,4.5,"1",4.26,0.0262,5.75,"1",349,"0","7714",3,3,2,0,1,"0",NA,1718.76,"0",NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"514614","2013-04-17 16:13:32","14","100",NA,NA,"100","121732",4,4.5,"1",1.61,0.0036,5.27,"35",98.38,"1","6792",1,20,2,0,1,"0",NA,2186.45,"1",NA,NA,NA,1,0,4,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"514689","2013-03-22 23:20:45","13","81",NA,NA,"205","36057",4,0,"0",3.4,NA,5.47,"22",172.23,"1","6867",2,13,2,0,1,"1",NA,NA,"0",NA,NA,NA,0,0,NA,0,0,NA,0,0,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"514754","2012-11-15 10:27:20","5","219",NA,NA,"99","92155",4,3,"0",5.81,0.2512,5.45,"14",129,"1","16696",2,26,2,0,1,"0",NA,4500.57,"1",1,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,NA,0,0,NA,NA,NA,NA,"1",NA,"0"
"514823","2012-11-28 08:23:36","5","219",NA,NA,"219","15640",4,4,"1",2.56,0.0541,5.18,"7",215,"1","8590",2,68,2,0,1,"0",NA,922.45,"1",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"514886","2013-04-18 09:13:03","14","100",NA,NA,"100","136917",4,4,"1",2.83,0.0943,5.24,"9",112.04,"1","3410",1,0,2,0,1,"1",-9.4119,53.06,"0",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"1",138.09,"1"
